District/School IRN,District/School Name,School Year,Org Type,Core Curriculum/Intervention,Reported Grades,Status,Reported Material Type,DEW Approved Material Type,DEW Approved Grades
043851,Deer Park Community City,2024–2025,Public District,Being a Reader (Center for the Collaborative Classroom),KG - 03,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 03
043851,Deer Park Community City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043851,Deer Park Community City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),PS - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
012924,Deca Prep,2024–2025,Community School,HD Word (Really Great Reading),05 - 08,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
012924,Deca Prep,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 04,Implemented,Reading Intervention,N/A,N/A
012924,Deca Prep,2024–2025,Community School,Other published instr materials not on Dept list,06 - 08,Implemented,ELA Core,N/A,N/A
012924,Deca Prep,2024–2025,Community School,OUR EL Education K-5 Language Arts (Open Up Resources),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
014149,Dayton Smart Elementary School,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 06,Implemented,ELA Core,ELA Core,KG - 05
014149,Dayton Smart Elementary School,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 06,Implemented,Reading Intervention,N/A,N/A
009283,"Dayton Early College Academy, Inc",2024–2025,Community School,Other published instr materials not on Dept list,09 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
043844,Dayton City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
043844,Dayton City,2024–2025,Public District,Foundations A-Z (Learning A-Z),KG - 06,Implemented,Reading Intervention,ELA Core,KG - 02
043844,Dayton City,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
043844,Dayton City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,07 - 08,Implemented,ELA Core,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,09 - 09,Implemented,ELA Core,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,10 - 10,Implemented,ELA Core,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,10 - 12,Implemented,ELA Core,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,KG - 03,Implemented,ELA Core,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,07 - 09,Implemented,Reading Intervention,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,09 - 09,Implemented,Reading Intervention,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,10 - 12,Implemented,Reading Intervention,N/A,N/A
043844,Dayton City,2024–2025,Public District,Other published instr materials not on Dept list,KG - 05,Implemented,Reading Intervention,N/A,N/A
019426,Dayton Career Tech High School Dba Riverscape Career Tech,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,ELA Core,N/A,N/A
047928,Dawson-Bryant Local,2024–2025,Public District,Open Court Reading 2016/2018 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
047928,Dawson-Bryant Local,2024–2025,Public District,PreK On My Way (Scholastic),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
046615,Darke County Esc,2024–2025,Educational Service Center,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
047837,Danville Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),PS - 06,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
048934,Danbury Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 12,Implemented,Reading Intervention,ELA Core,KG - 02
048934,Danbury Local,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
048934,Danbury Local,2024–2025,Public District,Fundations (Wilson Language Training),PS - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
048934,Danbury Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
050542,Dalton Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
017497,Cypress High School,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
046557,Cuyahoga Heights Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - KG,Implemented,ELA Core,ELA Core,KG - 05
046557,Cuyahoga Heights Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046557,Cuyahoga Heights Local,2024–2025,Public District,Fundations (Wilson Language Training),04 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046557,Cuyahoga Heights Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - PS,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
046557,Cuyahoga Heights Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,04 - 05,Implemented,Reading Intervention,N/A,N/A
046557,Cuyahoga Heights Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 03,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
046557,Cuyahoga Heights Local,2024–2025,Public District,Wit & Wisdom (Great Minds),01 - 05,Implemented,ELA Core,ELA Core,03 - 05
043836,Cuyahoga Falls City School District,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043836,Cuyahoga Falls City School District,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
043836,Cuyahoga Falls City School District,2024–2025,Public District,Other published instr materials not on Dept list,KG - 02,Implemented,ELA Core,N/A,N/A
043836,Cuyahoga Falls City School District,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043836,Cuyahoga Falls City School District,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
045351,Crooksville Exempted Village,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
045351,Crooksville Exempted Village,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),PS - PS,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
049189,Crestwood Local,2024–2025,Public District,Locally created instruction,KG - 03,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
049189,Crestwood Local,2024–2025,Public District,Other published instr materials not on Dept list,07 - 12,Implemented,Reading Intervention,N/A,N/A
046433,Crestview Local,2024–2025,Public District,"From Phonics to Reading (William H. Sadlier, Inc)",KG - 02,Implemented,Reading Intervention,ELA Core,KG - 02
046433,Crestview Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046433,Crestview Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
049429,Crestview Local,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - KG,Implemented,ELA Core,PreK Core,PS - PS
049429,Crestview Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049429,Crestview Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049429,Crestview Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
050351,Crestview Local,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
050351,Crestview Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
050351,Crestview Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
050351,Crestview Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,04 - 05,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
050351,Crestview Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 03,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
050351,Crestview Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
050351,Crestview Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - PS,Implemented,Reading Intervention,N/A,N/A
045344,Crestline Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
045336,Covington Exempted Village,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),03 - 05,Implemented,ELA Core,ELA Core,KG - 05
045336,Covington Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
045336,Covington Exempted Village,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),PS - PS,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049999,Coventry Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049999,Coventry Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
000598,Coshocton Opportunity School,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
043828,Coshocton City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),06 - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043828,Coshocton City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047431,Cory-Rawson Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 02,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047431,Cory-Rawson Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),03 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
133439,Cornerstone Academy Community School,2024–2025,Community School,Fundations (Wilson Language Training),KG - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
133439,Cornerstone Academy Community School,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
133439,Cornerstone Academy Community School,2024–2025,Community School,Other published instr materials not on Dept list,KG - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
133439,Cornerstone Academy Community School,2024–2025,Community School,Wit & Wisdom (Great Minds),KG - 04,Implemented,ELA Core,ELA Core,03 - 05
049981,Copley-Fairlawn City,2024–2025,Public District,Benchmark Advance or Literacy (Benchmark Education),05 - 05,Implemented,ELA Core,ELA Core,KG - 05
049981,Copley-Fairlawn City,2024–2025,Public District,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
049981,Copley-Fairlawn City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 08,Implemented,Reading Intervention,N/A,N/A
049981,Copley-Fairlawn City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049981,Copley-Fairlawn City,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 04,Implemented,ELA Core,ELA Core,KG - 05
049320,Continental Local,2024–2025,Public District,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,Reading Intervention,ELA Core,KG - 02
